Number,A parts,B parts,C parts,M parts,New SMILES
594,A7,B4,C2,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
595,A8,B4,C2,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
596,A9,B4,C2,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
597,A6,B4,C2,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
598,A7,B4,C2,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
599,A8,B4,C2,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
600,A9,B4,C2,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
601,A6,B4,C2,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
602,A7,B4,C2,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
603,A8,B4,C2,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
604,A9,B4,C2,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
605,A6,B4,C2,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
606,A7,B4,C2,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
607,A8,B4,C2,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
608,A9,B4,C2,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
609,A6,B4,C2,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
610,A7,B4,C2,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
611,A8,B4,C2,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
612,A9,B4,C2,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
613,A6,B4,C2,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
614,A7,B4,C2,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
615,A8,B4,C2,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
616,A9,B4,C2,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
617,A6,B4,C2,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
618,A7,B4,C2,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
619,A8,B4,C2,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
620,A9,B4,C2,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
621,A6,B4,C2,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
622,A7,B4,C2,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
623,A8,B4,C2,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
624,A9,B4,C2,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
625,A6,B4,C2,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
626,A7,B4,C2,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
627,A8,B4,C2,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
628,A9,B4,C2,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
629,A6,B4,C5,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
630,A7,B4,C5,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
631,A8,B4,C5,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
632,A9,B4,C5,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
633,A6,B4,C5,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
634,A7,B4,C5,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
635,A8,B4,C5,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
636,A9,B4,C5,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
637,A6,B4,C5,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
638,A7,B4,C5,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
639,A8,B4,C5,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
640,A9,B4,C5,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
641,A6,B4,C5,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
642,A7,B4,C5,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
643,A8,B4,C5,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
644,A9,B4,C5,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
645,A6,B4,C5,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
646,A7,B4,C5,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
647,A8,B4,C5,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
648,A9,B4,C5,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
649,A6,B4,C5,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
650,A7,B4,C5,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
651,A8,B4,C5,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
652,A9,B4,C5,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
653,A6,B4,C5,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
654,A7,B4,C5,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
655,A8,B4,C5,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
656,A9,B4,C5,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
657,A6,B4,C5,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
658,A7,B4,C5,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
659,A8,B4,C5,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
660,A9,B4,C5,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
661,A6,B4,C5,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
662,A7,B4,C5,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
663,A8,B4,C5,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
664,A9,B4,C5,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)CC3(C(=C)C)O5
665,A6,B4,C6,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
666,A7,B4,C6,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
667,A8,B4,C6,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
668,A9,B4,C6,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
669,A6,B4,C6,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
670,A7,B4,C6,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
671,A8,B4,C6,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
672,A9,B4,C6,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
673,A6,B4,C6,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
674,A7,B4,C6,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
675,A8,B4,C6,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
676,A9,B4,C6,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
677,A6,B4,C6,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
678,A7,B4,C6,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
679,A8,B4,C6,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
680,A9,B4,C6,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
681,A6,B4,C6,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
682,A7,B4,C6,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
683,A8,B4,C6,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
684,A9,B4,C6,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
685,A6,B4,C6,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
686,A7,B4,C6,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
687,A8,B4,C6,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
688,A9,B4,C6,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
689,A6,B4,C6,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
690,A7,B4,C6,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
691,A8,B4,C6,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
692,A9,B4,C6,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
693,A6,B4,C6,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
694,A7,B4,C6,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
695,A8,B4,C6,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
696,A9,B4,C6,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
697,A6,B4,C6,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
698,A7,B4,C6,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
699,A8,B4,C6,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
700,A9,B4,C6,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(CO*)C(O*)C3(C(=C)C)O5
701,A6,B5,C1,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
702,A7,B5,C1,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
703,A8,B5,C1,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
704,A9,B5,C1,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
705,A6,B5,C1,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
706,A7,B5,C1,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
707,A8,B5,C1,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
708,A9,B5,C1,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
709,A6,B5,C1,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
710,A7,B5,C1,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
711,A8,B5,C1,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
712,A9,B5,C1,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
713,A6,B5,C1,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
714,A7,B5,C1,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
715,A8,B5,C1,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
716,A9,B5,C1,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
717,A6,B5,C1,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
718,A7,B5,C1,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
719,A8,B5,C1,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
720,A9,B5,C1,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
721,A6,B5,C1,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
722,A7,B5,C1,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
723,A8,B5,C1,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
724,A9,B5,C1,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
725,A6,B5,C1,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
726,A7,B5,C1,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
727,A8,B5,C1,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
728,A9,B5,C1,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
729,A6,B5,C1,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
730,A7,B5,C1,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
731,A8,B5,C1,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
732,A9,B5,C1,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
733,A6,B5,C1,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
734,A7,B5,C1,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
735,A8,B5,C1,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
736,A9,B5,C1,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
737,A6,B5,C2,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
